HomePlanet,CryoSleep,Deck,RoomNum,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Europa,False,B,40,P,TRAPPIST-1e,28.0,False,0.0,402.0,0.0,135.0,9010.0,False
Europa,True,B,43,S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,80,S,TRAPPIST-1e,28.0,False,2.0,0.0,0.0,787.0,3.0,False
Mars,False,E,64,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,175,S,TRAPPIST-1e,32.0,False,0.0,1755.0,0.0,0.0,67.0,True
Europa,False,B,46,S,TRAPPIST-1e,53.0,False,0.0,143.0,1632.0,3.0,756.0,True
Europa,True,B,46,S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,46,S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,176,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,173,P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,908.0,True
Earth,False,G,177,S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,217,S,TRAPPIST-1e,35.0,False,482.0,0.0,884.0,0.0,30.0,False
Europa,True,B,42,P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,42,P,TRAPPIST-1e,30.0,False,0.0,5225.0,0.0,8.0,1933.0,False
Europa,False,C,42,P,55 Cancri e,34.0,False,2386.0,841.0,76.0,26.0,1693.0,False
Earth,False,G,178,S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,178,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,178,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,178,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,178,S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,False
Mars,False,F,218,S,TRAPPIST-1e,41.0,False,29.0,0.0,1095.0,0.0,4.0,False
Earth,True,G,174,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,43,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,43,P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,233,P,TRAPPIST-1e,26.0,False,131.0,799.0,0.0,0.0,16.0,False
Earth,True,G,175,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,47,S,TRAPPIST-1e,27.0,False,0.0,2987.0,2.0,3072.0,67.0,False
Europa,True,B,47,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,48,S,55 Cancri e,28.0,False,0.0,11330.0,72.0,43.0,461.0,True
Europa,False,B,48,S,55 Cancri e,19.0,False,0.0,1291.0,0.0,16139.0,687.0,False
Europa,False,C,45,S,TRAPPIST-1e,31.0,False,0.0,1847.0,0.0,103.0,694.0,True
Earth,False,F,235,P,55 Cancri e,35.0,False,0.0,1328.0,5.0,0.0,7.0,True
Europa,False,B,44,P,55 Cancri e,46.0,False,0.0,7201.0,0.0,32.0,2587.0,False
Europa,False,B,44,P,TRAPPIST-1e,37.0,False,636.0,333.0,0.0,205.0,67.0,False
Europa,True,B,44,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,44,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,43,P,55 Cancri e,30.0,False,0.0,3564.0,926.0,1.0,1920.0,False
Earth,False,E,69,P,TRAPPIST-1e,16.0,False,0.0,58.0,12.0,68.0,653.0,False
Earth,False,E,83,S,TRAPPIST-1e,23.0,False,0.0,0.0,279.0,0.0,512.0,False
Mars,True,F,223,S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,C,44,P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,224,S,TRAPPIST-1e,20.0,False,0.0,0.0,600.0,0.0,0.0,False
Europa,True,B,49,S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,237,P,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,E,70,P,TRAPPIST-1e,24.0,False,2997.0,0.0,3.0,0.0,7.0,True
Earth,False,G,183,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,183,S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,227,S,TRAPPIST-1e,48.0,False,0.0,33.0,654.0,0.0,113.0,True
Earth,False,G,183,S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,228,S,TRAPPIST-1e,30.0,False,0.0,575.0,180.0,4.0,44.0,False
Earth,False,G,184,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,184,S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,C,46,P,TRAPPIST-1e,58.0,False,204.0,4227.0,0.0,3026.0,61.0,False
Earth,False,E,72,P,TRAPPIST-1e,52.0,False,0.0,243.0,464.0,71.0,8.0,True
Earth,False,F,229,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,False
Earth,False,F,238,P,TRAPPIST-1e,32.0,False,600.0,670.0,0.0,187.0,0.0,False
Europa,True,B,50,S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,50,S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,239,P,55 Cancri e,28.0,False,2.0,558.0,0.0,0.0,0.0,True
Europa,False,B,45,P,55 Cancri e,32.0,True,0.0,122.0,3700.0,337.0,1388.0,False
Earth,False,E,73,P,TRAPPIST-1e,16.0,False,0.0,0.0,752.0,0.0,235.0,False
Europa,False,B,51,S,55 Cancri e,50.0,True,0.0,5473.0,0.0,703.0,6381.0,False
Earth,False,F,241,P,TRAPPIST-1e,20.0,False,71.0,8.0,513.0,354.0,0.0,False
Earth,False,G,179,P,TRAPPIST-1e,23.0,False,393.0,510.0,0.0,0.0,5.0,False
Earth,True,G,186,S,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,186,S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,186,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,186,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,232,S,55 Cancri e,13.0,False,1.0,212.0,843.0,78.0,10.0,True
Earth,True,G,186,S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,180,P,TRAPPIST-1e,40.0,False,0.0,1.0,195.0,560.0,0.0,False
Earth,True,G,181,P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,187,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,182,P,TRAPPIST-1e,20.0,False,65.0,905.0,0.0,0.0,0.0,True
Earth,False,F,243,P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,2143.0,7.0,False
Europa,False,E,76,P,TRAPPIST-1e,23.0,False,0.0,592.0,0.0,345.0,810.0,False
Earth,False,G,188,S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,E,87,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,1608.0,1.0,False
Earth,False,G,183,P,TRAPPIST-1e,75.0,False,0.0,493.0,0.0,131.0,132.0,False
Europa,True,C,48,S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,244,P,TRAPPIST-1e,18.0,False,2.0,1311.0,60.0,28.0,1.0,True
Mars,False,E,89,S,TRAPPIST-1e,59.0,False,142.0,0.0,907.0,0.0,0.0,True
Earth,False,F,245,P,TRAPPIST-1e,27.0,False,0.0,0.0,863.0,33.0,2.0,True
Earth,False,G,189,S,TRAPPIST-1e,38.0,False,354.0,34.0,0.0,291.0,229.0,False
Mars,True,E,77,P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,True,C,49,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,49,S,55 Cancri e,29.0,False,0.0,42.0,0.0,4651.0,661.0,False
Earth,True,G,184,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,236,S,PSO J318.5-22,23.0,False,0.0,0.0,1250.0,0.0,0.0,True
Earth,False,F,237,S,TRAPPIST-1e,32.0,False,27.0,393.0,1061.0,27.0,0.0,True
Earth,False,F,246,P,55 Cancri e,21.0,False,614.0,43.0,0.0,1.0,0.0,False
Europa,False,C,50,S,TRAPPIST-1e,26.0,False,0.0,1026.0,3301.0,831.0,356.0,True
Europa,True,B,53,S,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,78,P,PSO J318.5-22,30.0,False,585.0,13.0,122.0,40.0,105.0,True
Earth,False,F,238,S,TRAPPIST-1e,40.0,False,889.0,185.0,0.0,0.0,28.0,True
Europa,False,C,48,P,55 Cancri e,37.0,False,0.0,4677.0,0.0,115.0,223.0,True
Europa,False,A,9,P,TRAPPIST-1e,41.0,False,0.0,4224.0,0.0,1374.0,1281.0,False
Europa,False,A,9,P,TRAPPIST-1e,32.0,False,8168.0,69.0,11.0,371.0,0.0,False
Earth,False,G,185,P,TRAPPIST-1e,30.0,False,0.0,192.0,0.0,565.0,0.0,False
Earth,False,F,240,S,TRAPPIST-1e,22.0,False,0.0,17.0,0.0,61.0,567.0,False
Mars,False,D,44,S,TRAPPIST-1e,54.0,False,704.0,0.0,431.0,0.0,47.0,False
Mars,False,F,241,S,TRAPPIST-1e,27.0,False,4.0,0.0,896.0,229.0,0.0,False
Mars,True,F,242,S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,E,92,S,TRAPPIST-1e,27.0,False,1277.0,0.0,1.0,10.0,9.0,False
Europa,False,A,10,P,55 Cancri e,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,False
Earth,False,F,243,S,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,False
Earth,True,G,186,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,49,P,55 Cancri e,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,False
Mars,False,F,244,S,TRAPPIST-1e,25.0,False,1084.0,1.0,66.0,0.0,5.0,False
Earth,False,E,79,P,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,False
Mars,False,E,80,P,TRAPPIST-1e,21.0,False,2066.0,0.0,15.0,0.0,1.0,False
Earth,True,G,189,P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,246,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,759.0,0.0,False
Earth,False,F,254,P,55 Cancri e,38.0,False,0.0,0.0,591.0,40.0,173.0,False
Earth,True,G,190,P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,True,C,50,P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,257,P,PSO J318.5-22,44.0,False,0.0,178.0,482.0,0.0,0.0,True
Earth,True,G,193,S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,258,P,55 Cancri e,36.0,False,286.0,415.0,16.0,0.0,0.0,False
Mars,True,F,248,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,259,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,259,P,TRAPPIST-1e,21.0,False,733.0,0.0,1084.0,1.0,43.0,False
Earth,False,G,192,P,TRAPPIST-1e,24.0,False,621.0,0.0,0.0,0.0,0.0,False
Earth,False,G,195,S,TRAPPIST-1e,18.0,False,789.0,0.0,2.0,0.0,19.0,False
Mars,False,F,260,P,TRAPPIST-1e,33.0,False,1758.0,59.0,4.0,0.0,0.0,False
Europa,False,B,55,S,55 Cancri e,31.0,True,0.0,27723.0,3.0,202.0,3146.0,True
Europa,False,B,55,S,TRAPPIST-1e,43.0,False,105.0,368.0,268.0,842.0,13.0,True
Europa,True,A,14,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,A,14,S,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,250,S,TRAPPIST-1e,22.0,False,0.0,0.0,675.0,5.0,0.0,True
Earth,False,F,251,S,55 Cancri e,27.0,False,1.0,299.0,1.0,380.0,13.0,False
Mars,False,D,45,S,55 Cancri e,22.0,False,218.0,50.0,4817.0,146.0,256.0,True
Earth,True,E,82,P,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,82,P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,E,82,P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,E,82,P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,E,82,P,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,56,S,TRAPPIST-1e,44.0,False,0.0,3863.0,1.0,1010.0,514.0,True
Europa,False,B,56,S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,193,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,E,94,S,55 Cancri e,30.0,False,278.0,3300.0,0.0,8145.0,2519.0,False
Europa,False,E,94,S,55 Cancri e,37.0,False,0.0,439.0,0.0,3198.0,6.0,False
Europa,True,E,94,S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,264,P,TRAPPIST-1e,19.0,False,0.0,4.0,109.0,0.0,671.0,True
Europa,False,C,52,S,TRAPPIST-1e,57.0,False,0.0,987.0,1.0,4948.0,53.0,False
Mars,False,F,265,P,TRAPPIST-1e,17.0,False,948.0,47.0,292.0,0.0,0.0,False
Mars,False,D,43,P,TRAPPIST-1e,26.0,False,1946.0,4.0,4.0,0.0,623.0,False
Earth,True,G,194,P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,E,95,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,266,P,TRAPPIST-1e,25.0,False,2508.0,0.0,23.0,0.0,67.0,False
Earth,True,G,196,P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,F,267,P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,199,S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,199,S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,199,S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,E,97,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,97,S,TRAPPIST-1e,24.0,False,70.0,160.0,340.0,0.0,336.0,False
Earth,True,E,97,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,257,S,TRAPPIST-1e,19.0,False,1507.0,0.0,260.0,0.0,0.0,False
Earth,True,G,198,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False
Mars,False,D,46,S,TRAPPIST-1e,47.0,False,405.0,0.0,193.0,458.0,0.0,False
Mars,False,D,46,S,TRAPPIST-1e,28.0,False,120.0,8.0,1128.0,1.0,7.0,True
Earth,True,G,200,S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,98,S,TRAPPIST-1e,29.0,False,28.0,0.0,561.0,203.0,0.0,False
Earth,False,F,269,P,PSO J318.5-22,32.0,False,0.0,486.0,0.0,229.0,26.0,False
Earth,True,G,199,P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,201,S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,203,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,200,P,TRAPPIST-1e,34.0,False,0.0,118.0,5.0,0.0,761.0,False
Earth,False,F,260,S,TRAPPIST-1e,25.0,False,1174.0,0.0,18.0,721.0,0.0,False
Europa,False,B,57,S,TRAPPIST-1e,22.0,False,0.0,1531.0,0.0,369.0,2969.0,False
Earth,True,G,206,S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,261,S,TRAPPIST-1e,14.0,False,1489.0,2.0,126.0,460.0,72.0,False
Earth,False,G,206,S,PSO J318.5-22,42.0,False,491.0,106.0,8.0,202.0,0.0,False
Earth,True,G,206,S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,G,202,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False
Mars,False,F,272,P,TRAPPIST-1e,31.0,False,43.0,782.0,1.0,660.0,0.0,False
Mars,False,F,262,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,262,S,TRAPPIST-1e,39.0,False,1535.0,0.0,340.0,0.0,723.0,False
Mars,False,F,262,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,203,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,207,S,TRAPPIST-1e,21.0,False,0.0,39.0,0.0,310.0,539.0,False
Mars,True,D,48,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,100,S,TRAPPIST-1e,25.0,False,0.0,997.0,0.0,0.0,0.0,True
Earth,False,F,265,S,TRAPPIST-1e,23.0,False,0.0,1268.0,0.0,119.0,2.0,False
Europa,False,B,58,S,55 Cancri e,33.0,False,77.0,2381.0,0.0,3656.0,150.0,False
Europa,True,B,58,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,208,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,E,102,S,TRAPPIST-1e,21.0,False,965.0,0.0,23.0,3.0,0.0,False
Earth,False,G,208,S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,267,S,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,False
Earth,True,G,211,P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,C,52,P,TRAPPIST-1e,43.0,False,0.0,2801.0,537.0,42.0,144.0,True
Earth,False,F,275,P,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,True
Earth,False,F,268,S,TRAPPIST-1e,16.0,False,0.0,30.0,0.0,769.0,4.0,False
Europa,False,C,53,S,55 Cancri e,42.0,False,0.0,21.0,0.0,2735.0,3604.0,False
Earth,True,G,209,S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,D,49,S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,E,105,S,TRAPPIST-1e,17.0,False,21.0,0.0,690.0,260.0,5.0,False
Earth,True,G,210,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,269,S,TRAPPIST-1e,22.0,False,0.0,442.0,0.0,0.0,368.0,True
Earth,False,F,269,S,TRAPPIST-1e,41.0,False,338.0,0.0,377.0,2.0,86.0,True
Earth,True,G,214,P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,E,85,P,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,False
Earth,True,G,212,S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,True,F,276,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,276,P,TRAPPIST-1e,21.0,False,1072.0,79.0,46.0,16.0,0.0,False
Mars,False,F,270,S,TRAPPIST-1e,36.0,False,42.0,0.0,212.0,151.0,1853.0,False
Mars,False,F,270,S,TRAPPIST-1e,19.0,False,2058.0,0.0,224.0,298.0,19.0,False
Earth,False,G,214,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,271,S,TRAPPIST-1e,39.0,False,386.0,190.0,0.0,489.0,0.0,False
Earth,False,G,216,P,TRAPPIST-1e,28.0,False,0.0,508.0,334.0,0.0,46.0,True
Earth,False,F,272,S,TRAPPIST-1e,28.0,False,0.0,0.0,529.0,560.0,60.0,False
Earth,True,G,217,P,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,215,S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,60,S,TRAPPIST-1e,47.0,False,1.0,734.0,28.0,78.0,3471.0,False
Mars,False,E,106,S,TRAPPIST-1e,17.0,False,36.0,0.0,1013.0,0.0,0.0,False
Earth,False,F,278,P,TRAPPIST-1e,21.0,False,737.0,4.0,27.0,8.0,0.0,False
Earth,False,F,278,P,PSO J318.5-22,17.0,False,8.0,222.0,3.0,401.0,0.0,True
Earth,False,G,216,S,PSO J318.5-22,26.0,False,4.0,770.0,0.0,0.0,0.0,False
Earth,False,F,279,P,TRAPPIST-1e,23.0,False,0.0,567.0,896.0,0.0,122.0,False
Earth,True,G,218,S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,F,280,P,TRAPPIST-1e,65.0,False,259.0,0.0,0.0,0.0,1916.0,False
Earth,True,G,219,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
Europa,False,C,54,S,TRAPPIST-1e,41.0,False,0.0,184.0,0.0,1520.0,3358.0,False
Mars,False,F,273,S,TRAPPIST-1e,42.0,False,1381.0,0.0,1243.0,0.0,0.0,False
Mars,False,F,274,S,55 Cancri e,17.0,False,891.0,0.0,243.0,0.0,5.0,False
Europa,True,B,61,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,61,S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,61,S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,B,47,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,47,P,55 Cancri e,29.0,False,2988.0,2147.0,0.0,0.0,1779.0,False
Europa,False,B,47,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,47,P,55 Cancri e,28.0,False,0.0,4380.0,0.0,692.0,0.0,True
Europa,True,B,47,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,282,P,TRAPPIST-1e,24.0,False,711.0,0.0,0.0,59.0,57.0,False
Earth,True,G,220,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,220,P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,True,D,46,P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True
Mars,False,F,275,S,TRAPPIST-1e,67.0,False,443.0,0.0,1721.0,250.0,2.0,False
Earth,False,E,109,S,TRAPPIST-1e,44.0,False,0.0,200.0,128.0,460.0,0.0,False
Earth,False,F,283,P,TRAPPIST-1e,14.0,False,360.0,0.0,2116.0,1.0,8.0,False
Earth,False,G,221,P,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,0.0,965.0,True
Earth,True,G,219,S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,True,G,222,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False
Earth,False,E,89,P,TRAPPIST-1e,24.0,False,181.0,224.0,0.0,195.0,191.0,False
Mars,False,F,279,S,TRAPPIST-1e,41.0,False,112.0,186.0,228.0,760.0,0.0,False
Earth,False,F,280,S,TRAPPIST-1e,27.0,False,0.0,1826.0,39.0,11.0,649.0,False
Earth,True,G,220,S,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,225,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,55,S,TRAPPIST-1e,30.0,False,50.0,1248.0,0.0,1.0,912.0,True
Earth,False,G,221,S,PSO J318.5-22,8.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,227,P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,755.0,False
Europa,True,D,53,S,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,D,53,S,55 Cancri e,30.0,False,0.0,138.0,0.0,5467.0,112.0,False
Europa,False,C,56,S,55 Cancri e,46.0,False,202.0,484.0,0.0,3208.0,2485.0,False
Europa,True,C,56,S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,C,53,P,TRAPPIST-1e,21.0,False,5.0,251.0,10.0,26.0,3384.0,False
Europa,False,C,53,P,55 Cancri e,34.0,False,0.0,1646.0,0.0,51.0,1462.0,False
Europa,False,C,53,P,TRAPPIST-1e,33.0,False,0.0,774.0,0.0,6255.0,6.0,False
Europa,True,C,53,P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,G,229,P,TRAPPIST-1e,63.0,False,3.0,801.0,0.0,0.0,5.0,True
Europa,False,D,54,S,TRAPPIST-1e,37.0,False,0.0,13561.0,15.0,4060.0,72.0,False
Europa,True,B,62,S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,62,S,TRAPPIST-1e,29.0,False,0.0,2509.0,0.0,16.0,698.0,True
Europa,True,B,62,S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True
Europa,False,B,62,S,TRAPPIST-1e,26.0,False,0.0,533.0,2119.0,10.0,504.0,True
Europa,False,B,62,S,55 Cancri e,76.0,False,0.0,2732.0,422.0,16594.0,330.0,False
Earth,False,E,110,S,TRAPPIST-1e,61.0,False,0.0,368.0,3.0,4422.0,0.0,False
Earth,True,G,230,P,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,True,G,231,P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True
Earth,False,F,282,S,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,False
Earth,False,G,233,P,PSO J318.5-22,63.0,False,356.0,287.0,0.0,0.0,248.0,False
Earth,False,F,289,P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,417.0,2372.0,False
