PassengerId,HomePlanet,Destination,CryoSleep
3777_01,Europa,55 Cancri e,True
3778_01,Earth,TRAPPIST-1e,False
3779_01,Earth,TRAPPIST-1e,False
3781_01,Europa,TRAPPIST-1e,False
3783_01,Earth,55 Cancri e,False
3784_01,Earth,TRAPPIST-1e,False
3785_01,Earth,TRAPPIST-1e,True
3786_01,Mars,TRAPPIST-1e,False
3786_02,Mars,TRAPPIST-1e,False
3787_01,Mars,TRAPPIST-1e,True
3787_02,Mars,TRAPPIST-1e,False
3787_03,Mars,TRAPPIST-1e,False
3788_01,Mars,TRAPPIST-1e,False
3789_01,Earth,TRAPPIST-1e,True
3790_01,,TRAPPIST-1e,True
3793_01,Earth,55 Cancri e,True
3795_01,Europa,55 Cancri e,True
3796_01,Europa,55 Cancri e,False
3797_01,Europa,TRAPPIST-1e,False
3798_01,Europa,TRAPPIST-1e,True
3801_01,Earth,55 Cancri e,False
3803_01,Mars,TRAPPIST-1e,False
3804_01,Earth,TRAPPIST-1e,False
3805_01,Earth,TRAPPIST-1e,False
3807_01,Earth,TRAPPIST-1e,True
3810_01,Earth,TRAPPIST-1e,False
3811_01,Mars,TRAPPIST-1e,True
3811_02,Mars,TRAPPIST-1e,False
3812_01,Earth,TRAPPIST-1e,False
3814_01,Europa,TRAPPIST-1e,True
3815_01,Earth,TRAPPIST-1e,False
3816_01,Earth,TRAPPIST-1e,False
3817_01,Mars,TRAPPIST-1e,False
3818_01,Earth,TRAPPIST-1e,False
3820_01,Mars,TRAPPIST-1e,True
3821_01,Earth,PSO J318.5-22,False
3822_01,Earth,PSO J318.5-22,False
3823_01,Mars,TRAPPIST-1e,False
3824_01,Earth,PSO J318.5-22,False
3826_01,,TRAPPIST-1e,False
3830_01,Earth,55 Cancri e,False
3831_01,Mars,TRAPPIST-1e,False
3832_01,Earth,TRAPPIST-1e,False
3835_01,Earth,PSO J318.5-22,False
3836_01,Mars,TRAPPIST-1e,False
3838_01,Earth,TRAPPIST-1e,False
3839_01,Mars,TRAPPIST-1e,False
3841_01,Mars,TRAPPIST-1e,False
3842_01,Earth,55 Cancri e,False
3846_01,Earth,TRAPPIST-1e,True
3847_01,Europa,TRAPPIST-1e,False
3848_01,Earth,TRAPPIST-1e,False
3849_01,Earth,TRAPPIST-1e,False
3850_01,Europa,55 Cancri e,False
3850_02,Europa,55 Cancri e,True
3850_03,Europa,TRAPPIST-1e,False
3850_04,Europa,55 Cancri e,True
3850_05,Europa,TRAPPIST-1e,True
3850_06,Europa,TRAPPIST-1e,False
3850_07,Europa,55 Cancri e,True
3851_01,Europa,TRAPPIST-1e,False
3852_01,Mars,TRAPPIST-1e,True
3853_01,Earth,PSO J318.5-22,False
3854_01,Earth,TRAPPIST-1e,True
3856_01,Earth,,False
3857_01,Europa,55 Cancri e,True
3862_01,Mars,55 Cancri e,True
3862_02,Mars,TRAPPIST-1e,False
3862_03,Mars,TRAPPIST-1e,True
3862_04,Mars,TRAPPIST-1e,False
3862_05,Mars,TRAPPIST-1e,False
3862_06,Mars,TRAPPIST-1e,False
3862_07,Mars,TRAPPIST-1e,False
3864_01,Europa,TRAPPIST-1e,True
3866_01,,TRAPPIST-1e,False
3867_01,Earth,TRAPPIST-1e,False
3868_01,Earth,TRAPPIST-1e,False
3868_02,Earth,TRAPPIST-1e,False
3868_03,Earth,,False
3868_04,Earth,TRAPPIST-1e,False
3868_05,Earth,55 Cancri e,False
3868_06,Earth,TRAPPIST-1e,True
3868_07,Earth,TRAPPIST-1e,True
3870_01,Europa,55 Cancri e,True
3871_01,Europa,55 Cancri e,True
3872_01,Mars,TRAPPIST-1e,True
3873_01,Earth,TRAPPIST-1e,False
3874_01,Earth,TRAPPIST-1e,False
3874_02,Earth,TRAPPIST-1e,False
3875_01,Earth,TRAPPIST-1e,False
3879_01,Mars,55 Cancri e,False
3883_01,Europa,55 Cancri e,True
3883_02,Europa,TRAPPIST-1e,False
3883_03,Europa,55 Cancri e,True
3886_01,Earth,PSO J318.5-22,True
3888_01,Earth,,False
3890_01,Earth,TRAPPIST-1e,True
3894_01,Earth,PSO J318.5-22,False
3895_01,Mars,TRAPPIST-1e,True
3895_02,Mars,TRAPPIST-1e,False
3895_03,Mars,TRAPPIST-1e,False
3896_01,,55 Cancri e,True
3897_01,Earth,TRAPPIST-1e,True
3898_01,Earth,TRAPPIST-1e,True
3899_01,Europa,TRAPPIST-1e,True
3903_01,Earth,55 Cancri e,False
3903_02,Earth,TRAPPIST-1e,True
3903_03,Earth,55 Cancri e,True
3903_04,Earth,PSO J318.5-22,False
3903_05,Earth,TRAPPIST-1e,False
3903_06,Earth,55 Cancri e,True
3904_01,Earth,TRAPPIST-1e,False
3907_01,Earth,TRAPPIST-1e,True
3909_01,Europa,TRAPPIST-1e,True
3911_01,,TRAPPIST-1e,False
3911_02,Earth,TRAPPIST-1e,False
3911_03,Earth,PSO J318.5-22,True
3912_01,Earth,TRAPPIST-1e,False
3913_01,Earth,,False
3913_02,Earth,PSO J318.5-22,False
3915_01,Earth,TRAPPIST-1e,True
3916_01,Europa,TRAPPIST-1e,False
3916_02,Europa,55 Cancri e,True
3917_01,Europa,TRAPPIST-1e,False
3919_01,Earth,TRAPPIST-1e,False
3921_01,Earth,TRAPPIST-1e,False
3922_01,Earth,PSO J318.5-22,True
3923_01,Earth,TRAPPIST-1e,False
3923_02,Earth,TRAPPIST-1e,True
3923_03,Earth,55 Cancri e,True
3924_01,Earth,55 Cancri e,False
3926_01,Earth,TRAPPIST-1e,False
3927_01,Europa,55 Cancri e,False
3927_02,Europa,55 Cancri e,False
3928_01,Europa,,False
3928_02,Europa,55 Cancri e,True
3930_01,Earth,55 Cancri e,False
3931_01,Earth,55 Cancri e,False
3932_01,Mars,TRAPPIST-1e,False
3932_02,Mars,55 Cancri e,False
3933_01,Earth,55 Cancri e,True
3935_01,Earth,PSO J318.5-22,True
3936_01,Earth,TRAPPIST-1e,False
3937_01,Earth,TRAPPIST-1e,False
3938_01,Mars,,True
3938_02,Mars,TRAPPIST-1e,True
3938_03,Mars,TRAPPIST-1e,True
3939_01,Earth,TRAPPIST-1e,False
3940_01,Mars,TRAPPIST-1e,False
3941_01,Earth,TRAPPIST-1e,True
3942_01,Earth,PSO J318.5-22,True
3944_01,Mars,TRAPPIST-1e,False
3945_01,Earth,TRAPPIST-1e,True
3946_01,Mars,TRAPPIST-1e,False
3948_01,Earth,TRAPPIST-1e,False
3949_01,Earth,TRAPPIST-1e,False
3950_01,Europa,TRAPPIST-1e,False
3952_01,Earth,TRAPPIST-1e,False
3954_01,Earth,TRAPPIST-1e,True
3955_01,Earth,TRAPPIST-1e,True
3958_01,Mars,TRAPPIST-1e,False
3959_01,Earth,TRAPPIST-1e,False
3959_02,Earth,TRAPPIST-1e,False
3959_03,Earth,55 Cancri e,True
3960_01,Earth,TRAPPIST-1e,False
3961_01,Mars,TRAPPIST-1e,True
3962_01,Earth,55 Cancri e,True
3962_02,Earth,PSO J318.5-22,False
3963_01,Earth,PSO J318.5-22,True
3964_01,Earth,TRAPPIST-1e,True
3966_01,Earth,TRAPPIST-1e,False
3966_02,Earth,TRAPPIST-1e,False
3966_03,Earth,TRAPPIST-1e,False
3967_01,Mars,TRAPPIST-1e,False
3968_01,Earth,TRAPPIST-1e,True
3970_01,Mars,TRAPPIST-1e,False
3971_01,Earth,TRAPPIST-1e,False
3973_01,Europa,,True
3974_01,Earth,TRAPPIST-1e,False
3974_02,Earth,TRAPPIST-1e,True
3976_01,Europa,TRAPPIST-1e,False
3977_01,Earth,TRAPPIST-1e,False
3980_01,Earth,TRAPPIST-1e,True
3981_01,Earth,PSO J318.5-22,False
3984_01,Earth,PSO J318.5-22,True
3985_01,Earth,TRAPPIST-1e,False
3986_01,Mars,TRAPPIST-1e,False
3986_02,Mars,TRAPPIST-1e,False
3987_01,Earth,TRAPPIST-1e,False
3988_01,Mars,TRAPPIST-1e,False
3991_01,Earth,TRAPPIST-1e,False
3992_01,Earth,PSO J318.5-22,False
3994_01,Europa,TRAPPIST-1e,True
3995_01,Earth,TRAPPIST-1e,False
3995_02,Earth,PSO J318.5-22,False
3995_03,Earth,55 Cancri e,False
3995_04,Earth,TRAPPIST-1e,False
3995_05,Earth,TRAPPIST-1e,False
3995_06,Earth,55 Cancri e,False
3996_01,Earth,PSO J318.5-22,False
3997_01,Earth,55 Cancri e,False
3998_01,Europa,55 Cancri e,False
3999_01,Earth,TRAPPIST-1e,False
4000_01,Earth,TRAPPIST-1e,True
4000_02,Earth,TRAPPIST-1e,False
4000_03,Earth,TRAPPIST-1e,True
4001_01,Earth,TRAPPIST-1e,False
4001_02,Earth,TRAPPIST-1e,True
4001_03,Earth,PSO J318.5-22,True
4001_04,Earth,55 Cancri e,True
4001_05,Earth,,False
4001_06,Earth,55 Cancri e,False
4001_07,Earth,TRAPPIST-1e,False
4002_01,Mars,TRAPPIST-1e,True
4003_01,Earth,TRAPPIST-1e,False
4005_01,Earth,TRAPPIST-1e,False
4005_02,Earth,TRAPPIST-1e,False
4005_03,Earth,TRAPPIST-1e,False
4005_04,Earth,TRAPPIST-1e,True
4005_05,Earth,PSO J318.5-22,True
4005_06,Earth,PSO J318.5-22,False
4005_07,Earth,TRAPPIST-1e,True
4005_08,Earth,TRAPPIST-1e,True
4006_01,Earth,55 Cancri e,True
4006_02,Earth,TRAPPIST-1e,True
4006_03,Earth,PSO J318.5-22,False
4006_04,Earth,TRAPPIST-1e,True
4006_05,Earth,55 Cancri e,False
4008_01,Mars,TRAPPIST-1e,True
4009_01,Earth,55 Cancri e,False
4010_01,Earth,TRAPPIST-1e,True
4013_01,Mars,TRAPPIST-1e,False
4014_01,Europa,TRAPPIST-1e,False
4014_02,Europa,55 Cancri e,False
4016_01,Earth,55 Cancri e,False
4017_01,Mars,TRAPPIST-1e,False
4017_02,Mars,TRAPPIST-1e,True
4017_03,Mars,TRAPPIST-1e,True
4017_04,Mars,TRAPPIST-1e,True
4017_05,Mars,TRAPPIST-1e,False
4018_01,Earth,TRAPPIST-1e,False
4019_01,Earth,55 Cancri e,False
4020_01,Europa,55 Cancri e,False
4021_01,Mars,TRAPPIST-1e,False
4022_01,Earth,PSO J318.5-22,False
4023_01,Earth,TRAPPIST-1e,False
4026_01,Europa,55 Cancri e,True
4027_01,Earth,PSO J318.5-22,True
4030_01,,TRAPPIST-1e,False
4030_02,Earth,TRAPPIST-1e,True
4030_03,Earth,TRAPPIST-1e,False
4030_04,Earth,TRAPPIST-1e,True
4030_05,Earth,TRAPPIST-1e,False
4031_01,Europa,55 Cancri e,True
4031_02,Europa,TRAPPIST-1e,True
4032_01,Earth,PSO J318.5-22,True
4033_01,Europa,55 Cancri e,False
4034_01,Mars,TRAPPIST-1e,True
4035_01,Earth,55 Cancri e,True
4036_01,Earth,TRAPPIST-1e,False
4037_01,Earth,PSO J318.5-22,True
4038_01,Earth,PSO J318.5-22,True
4039_01,Earth,TRAPPIST-1e,False
4040_01,Earth,TRAPPIST-1e,True
4042_01,Europa,TRAPPIST-1e,False
4042_02,Europa,55 Cancri e,True
4042_03,Europa,55 Cancri e,True
4043_01,Earth,TRAPPIST-1e,False
4044_01,Mars,TRAPPIST-1e,False
4044_02,Mars,TRAPPIST-1e,False
4044_03,Mars,TRAPPIST-1e,True
4045_01,Mars,TRAPPIST-1e,False
4046_01,Earth,PSO J318.5-22,True
4047_01,Earth,TRAPPIST-1e,True
4049_01,Europa,55 Cancri e,True
4050_01,Europa,55 Cancri e,False
4053_01,Earth,TRAPPIST-1e,True
4055_01,Earth,TRAPPIST-1e,False
4058_01,Earth,TRAPPIST-1e,False
4060_01,Earth,TRAPPIST-1e,False
4061_01,Mars,TRAPPIST-1e,False
4061_02,Mars,TRAPPIST-1e,True
4061_03,Mars,TRAPPIST-1e,True
4063_01,Earth,TRAPPIST-1e,True
4064_01,Earth,TRAPPIST-1e,False
4065_01,Earth,TRAPPIST-1e,False
4066_01,Europa,55 Cancri e,True
4066_02,Europa,TRAPPIST-1e,True
4068_01,Europa,TRAPPIST-1e,False
4069_01,Earth,55 Cancri e,False
4071_01,Europa,,True
4071_02,Europa,55 Cancri e,True
4072_01,Earth,TRAPPIST-1e,True
4075_01,Europa,TRAPPIST-1e,False
4076_01,Earth,TRAPPIST-1e,False
4078_01,,TRAPPIST-1e,True
4079_01,Mars,55 Cancri e,False
4080_01,Earth,55 Cancri e,False
4081_01,Earth,55 Cancri e,False
4082_01,Mars,TRAPPIST-1e,False
4083_01,Europa,TRAPPIST-1e,False
4084_01,Europa,TRAPPIST-1e,False
4089_01,Europa,TRAPPIST-1e,False
4090_01,Mars,TRAPPIST-1e,False
4091_01,Earth,TRAPPIST-1e,False
4093_01,Earth,TRAPPIST-1e,False
4095_01,Earth,55 Cancri e,False
4096_01,Mars,TRAPPIST-1e,False
4097_01,Earth,TRAPPIST-1e,False
4098_01,Earth,TRAPPIST-1e,True
4099_01,Earth,TRAPPIST-1e,True
4101_01,Mars,TRAPPIST-1e,False
4102_01,Europa,TRAPPIST-1e,True
4103_01,Earth,TRAPPIST-1e,True
4104_01,Earth,TRAPPIST-1e,False
4106_01,Earth,TRAPPIST-1e,False
4107_01,Earth,TRAPPIST-1e,False
4108_01,Europa,55 Cancri e,True
4108_02,Europa,TRAPPIST-1e,True
4109_01,Earth,TRAPPIST-1e,False
4110_01,Earth,TRAPPIST-1e,False
4112_01,Earth,TRAPPIST-1e,True
4113_01,Europa,55 Cancri e,True
4113_02,Europa,TRAPPIST-1e,False
4114_01,Mars,TRAPPIST-1e,True
4115_01,Earth,PSO J318.5-22,True
4116_01,Earth,TRAPPIST-1e,False
4120_01,Earth,PSO J318.5-22,True
4125_01,Earth,PSO J318.5-22,True
4127_01,Europa,TRAPPIST-1e,True
4128_01,Mars,TRAPPIST-1e,False
4128_02,Mars,TRAPPIST-1e,False
4128_03,Mars,TRAPPIST-1e,True
4129_01,Earth,TRAPPIST-1e,False
4130_01,Mars,TRAPPIST-1e,True
4131_01,Europa,TRAPPIST-1e,True
4132_01,Earth,55 Cancri e,True
4134_01,,TRAPPIST-1e,True
4135_01,Mars,TRAPPIST-1e,False
4137_01,Earth,55 Cancri e,False
4140_01,Earth,PSO J318.5-22,False
4141_01,Earth,TRAPPIST-1e,False
4142_01,Europa,TRAPPIST-1e,True
4143_01,Mars,TRAPPIST-1e,True
4144_01,Earth,TRAPPIST-1e,False
4145_01,Earth,PSO J318.5-22,False
4147_01,Europa,TRAPPIST-1e,False
4147_02,Europa,TRAPPIST-1e,True
4149_01,Earth,55 Cancri e,False
4150_01,Earth,TRAPPIST-1e,False
4151_01,Earth,55 Cancri e,True
4152_01,Earth,TRAPPIST-1e,False
4154_01,Mars,TRAPPIST-1e,True
4156_01,Earth,55 Cancri e,True
4158_01,Earth,TRAPPIST-1e,False
4159_01,Earth,TRAPPIST-1e,False
4160_01,Mars,TRAPPIST-1e,False
4163_01,Earth,55 Cancri e,True
4165_01,Earth,TRAPPIST-1e,False
4166_01,Europa,55 Cancri e,True
4166_02,Europa,55 Cancri e,False
4167_01,Earth,PSO J318.5-22,False
4168_01,Earth,TRAPPIST-1e,False
4168_02,Earth,TRAPPIST-1e,False
4169_01,Europa,TRAPPIST-1e,True
4169_02,Europa,TRAPPIST-1e,False
4170_01,Europa,TRAPPIST-1e,True
4171_01,Earth,TRAPPIST-1e,True
4172_01,Mars,TRAPPIST-1e,True
4172_02,Mars,TRAPPIST-1e,False
4172_03,,TRAPPIST-1e,True
4172_04,Mars,55 Cancri e,False
4172_05,Mars,TRAPPIST-1e,False
4172_06,Mars,TRAPPIST-1e,True
4172_07,Mars,TRAPPIST-1e,False
4173_01,Earth,TRAPPIST-1e,False
4174_01,Earth,TRAPPIST-1e,False
4175_01,Earth,55 Cancri e,False
4176_01,Mars,TRAPPIST-1e,True
4176_02,Mars,TRAPPIST-1e,True
4176_03,Mars,TRAPPIST-1e,False
4176_04,Mars,TRAPPIST-1e,False
4176_05,Mars,TRAPPIST-1e,False
4176_06,Mars,TRAPPIST-1e,True
4176_07,Mars,55 Cancri e,False
4177_01,Europa,TRAPPIST-1e,True
4177_02,Europa,55 Cancri e,True
4177_03,Europa,55 Cancri e,False
4178_01,Earth,TRAPPIST-1e,False
4179_01,Europa,TRAPPIST-1e,False
4179_02,Europa,TRAPPIST-1e,True
4181_01,Europa,TRAPPIST-1e,False
4181_02,Europa,,False
4181_03,Europa,TRAPPIST-1e,True
4181_04,Europa,TRAPPIST-1e,True
4181_05,Europa,55 Cancri e,False
4181_06,Europa,55 Cancri e,False
4182_01,Europa,55 Cancri e,False
4182_02,Europa,TRAPPIST-1e,False
4182_03,Europa,55 Cancri e,False
4183_01,Earth,TRAPPIST-1e,False
4184_01,Earth,55 Cancri e,False
4185_01,Earth,TRAPPIST-1e,False
4186_01,Earth,55 Cancri e,True
4188_01,Earth,TRAPPIST-1e,False
4189_01,Earth,55 Cancri e,False
4191_01,Mars,TRAPPIST-1e,False
4194_01,Mars,55 Cancri e,True
4196_01,Earth,TRAPPIST-1e,True
4197_01,Earth,TRAPPIST-1e,False
4197_02,Earth,TRAPPIST-1e,False
4197_03,Earth,TRAPPIST-1e,False
4199_01,Earth,TRAPPIST-1e,False
4203_01,Mars,TRAPPIST-1e,False
4204_01,Earth,PSO J318.5-22,True
4204_02,Earth,TRAPPIST-1e,False
4204_03,Earth,TRAPPIST-1e,True
4205_01,Earth,TRAPPIST-1e,False
4206_01,Earth,TRAPPIST-1e,False
4207_01,,TRAPPIST-1e,True
4207_02,Europa,55 Cancri e,True
4208_01,Mars,55 Cancri e,False
4210_01,Europa,55 Cancri e,True
4210_02,Europa,55 Cancri e,True
4211_01,Europa,TRAPPIST-1e,True
4212_01,,TRAPPIST-1e,True
4213_01,Earth,PSO J318.5-22,False
4214_01,Europa,TRAPPIST-1e,False
4215_01,Mars,TRAPPIST-1e,False
4216_01,Europa,TRAPPIST-1e,True
4216_02,,TRAPPIST-1e,True
4218_01,Mars,TRAPPIST-1e,True
4218_02,Mars,TRAPPIST-1e,False
4219_01,Mars,TRAPPIST-1e,True
4219_02,Mars,TRAPPIST-1e,False
4219_03,Mars,TRAPPIST-1e,False
4220_01,Earth,TRAPPIST-1e,False
4221_01,Earth,TRAPPIST-1e,False
4222_01,Earth,TRAPPIST-1e,False
4222_02,Earth,TRAPPIST-1e,False
4223_01,Mars,55 Cancri e,False
4223_02,Mars,55 Cancri e,False
4225_01,Mars,TRAPPIST-1e,True
4229_01,Earth,55 Cancri e,False
4230_01,Earth,TRAPPIST-1e,False
4231_01,Earth,55 Cancri e,False
4232_01,Europa,TRAPPIST-1e,False
4233_01,Europa,TRAPPIST-1e,False
4237_01,Earth,TRAPPIST-1e,False
4238_01,Europa,55 Cancri e,True
4239_01,Earth,TRAPPIST-1e,False
4240_01,Europa,TRAPPIST-1e,True
4242_01,Mars,TRAPPIST-1e,True
4243_01,Mars,TRAPPIST-1e,False
4244_01,Earth,TRAPPIST-1e,False
4245_01,Earth,TRAPPIST-1e,True
4246_01,Earth,TRAPPIST-1e,False
4249_01,Europa,TRAPPIST-1e,False
4249_02,Europa,TRAPPIST-1e,True
4249_03,Europa,55 Cancri e,False
4251_01,Earth,TRAPPIST-1e,False
4252_01,Earth,TRAPPIST-1e,False
4253_01,Earth,TRAPPIST-1e,False
4254_01,Europa,55 Cancri e,False
4254_02,Europa,TRAPPIST-1e,True
4254_03,Europa,TRAPPIST-1e,False
4255_01,Earth,PSO J318.5-22,True
4256_01,Earth,TRAPPIST-1e,False
4256_02,Earth,TRAPPIST-1e,True
4256_03,Earth,TRAPPIST-1e,True
4256_04,Earth,TRAPPIST-1e,False
4256_05,Earth,TRAPPIST-1e,False
4256_06,Earth,TRAPPIST-1e,True
4256_07,Earth,TRAPPIST-1e,False
4256_08,Earth,55 Cancri e,False
4257_01,Earth,TRAPPIST-1e,False
4258_01,Europa,TRAPPIST-1e,False
4258_02,Europa,TRAPPIST-1e,True
4258_03,Europa,TRAPPIST-1e,False
4259_01,Mars,TRAPPIST-1e,True
4260_01,Earth,TRAPPIST-1e,True
4261_01,Mars,55 Cancri e,False
4262_01,Europa,TRAPPIST-1e,True
4262_02,Europa,55 Cancri e,False
4264_01,Earth,TRAPPIST-1e,False
4266_01,Earth,PSO J318.5-22,True
4267_01,Earth,TRAPPIST-1e,True
4267_02,Earth,TRAPPIST-1e,False
4270_01,Europa,55 Cancri e,False
4271_01,Europa,TRAPPIST-1e,True
4272_01,Earth,TRAPPIST-1e,False
4273_01,Earth,PSO J318.5-22,False
4274_01,Earth,TRAPPIST-1e,False
4278_01,Europa,TRAPPIST-1e,False
4280_01,Mars,TRAPPIST-1e,False
4289_01,Mars,TRAPPIST-1e,True
4291_01,Earth,TRAPPIST-1e,True
4292_01,Europa,55 Cancri e,False
4293_01,Earth,TRAPPIST-1e,False
4294_01,Earth,TRAPPIST-1e,False
4295_01,Mars,55 Cancri e,False
4295_02,Mars,TRAPPIST-1e,True
4296_01,Earth,TRAPPIST-1e,True
4297_01,Europa,55 Cancri e,False
4300_01,,PSO J318.5-22,True
4301_01,Europa,55 Cancri e,True
4302_01,Earth,55 Cancri e,True
4303_01,Earth,55 Cancri e,False
4303_02,Earth,TRAPPIST-1e,False
4305_01,Earth,TRAPPIST-1e,False
4305_02,Earth,PSO J318.5-22,True
4305_03,Earth,PSO J318.5-22,True
4306_01,Mars,55 Cancri e,False
4309_01,Earth,TRAPPIST-1e,False
4309_02,Earth,TRAPPIST-1e,False
4311_01,Earth,TRAPPIST-1e,False
4312_01,Europa,TRAPPIST-1e,False
4315_01,Earth,TRAPPIST-1e,False
4315_02,Earth,TRAPPIST-1e,True
4316_01,Earth,PSO J318.5-22,False
4317_01,Mars,TRAPPIST-1e,False
4318_01,Mars,TRAPPIST-1e,True
4319_01,Earth,TRAPPIST-1e,False
4320_01,Earth,TRAPPIST-1e,False
4324_01,Mars,55 Cancri e,False
4324_02,Mars,TRAPPIST-1e,True
4324_03,Mars,TRAPPIST-1e,False
4324_04,Mars,55 Cancri e,True
4327_01,Earth,TRAPPIST-1e,False
4329_01,Earth,,False
4330_01,Mars,55 Cancri e,False
4332_01,Earth,55 Cancri e,True
4333_01,Europa,55 Cancri e,False
4334_01,Europa,TRAPPIST-1e,True
4335_01,Mars,TRAPPIST-1e,True
4336_01,Europa,TRAPPIST-1e,False
4336_02,Europa,TRAPPIST-1e,True
4336_03,Europa,TRAPPIST-1e,False
4336_04,Europa,55 Cancri e,False
4337_01,Mars,TRAPPIST-1e,False
4338_01,Europa,TRAPPIST-1e,False
4338_02,Europa,TRAPPIST-1e,False
4338_03,Europa,55 Cancri e,False
4339_01,Mars,TRAPPIST-1e,False
4340_01,Earth,TRAPPIST-1e,False
4343_01,Earth,PSO J318.5-22,True
4344_01,Earth,TRAPPIST-1e,False
4345_01,Earth,TRAPPIST-1e,False
4346_01,Earth,55 Cancri e,False
4347_01,Earth,TRAPPIST-1e,False
4348_01,Europa,TRAPPIST-1e,True
4349_01,Mars,TRAPPIST-1e,False
4350_01,Earth,TRAPPIST-1e,True
4350_02,Earth,PSO J318.5-22,False
4351_01,Earth,,False
4352_01,Europa,TRAPPIST-1e,False
4352_02,Europa,TRAPPIST-1e,False
4354_01,Earth,TRAPPIST-1e,False
4356_01,Europa,55 Cancri e,True
4357_01,Mars,TRAPPIST-1e,False
4358_01,Earth,PSO J318.5-22,False
4359_01,Europa,TRAPPIST-1e,False
4359_02,Europa,55 Cancri e,False
4359_03,Europa,55 Cancri e,False
4360_01,Mars,TRAPPIST-1e,True
4361_01,Earth,55 Cancri e,False
4362_01,Europa,TRAPPIST-1e,False
4364_01,Earth,PSO J318.5-22,True
4365_01,,TRAPPIST-1e,False
4366_01,Earth,PSO J318.5-22,True
4367_01,Earth,55 Cancri e,True
4368_01,Mars,55 Cancri e,True
4369_01,Earth,TRAPPIST-1e,False
4370_01,Earth,TRAPPIST-1e,False
4371_01,Europa,TRAPPIST-1e,True
4371_02,Europa,55 Cancri e,False
4371_03,,TRAPPIST-1e,True
4371_04,Europa,TRAPPIST-1e,False
4371_05,Europa,55 Cancri e,False
4372_01,Mars,TRAPPIST-1e,True
4372_02,Mars,TRAPPIST-1e,False
4373_01,Earth,PSO J318.5-22,False
4376_01,Earth,PSO J318.5-22,False
4382_01,Earth,PSO J318.5-22,False
4383_01,Europa,TRAPPIST-1e,False
4386_01,Europa,TRAPPIST-1e,False
4386_02,Europa,TRAPPIST-1e,False
4387_01,Mars,PSO J318.5-22,False
4388_01,Europa,TRAPPIST-1e,False
4390_01,Mars,TRAPPIST-1e,True
4390_02,Mars,TRAPPIST-1e,True
4390_03,Mars,TRAPPIST-1e,False
4391_01,Earth,TRAPPIST-1e,False
4392_01,Earth,55 Cancri e,False
4393_01,Earth,TRAPPIST-1e,True
4393_02,Earth,TRAPPIST-1e,False
4395_01,Earth,TRAPPIST-1e,False
4396_01,Earth,TRAPPIST-1e,False
4397_01,Earth,PSO J318.5-22,True
4399_01,Earth,TRAPPIST-1e,False
4400_01,Mars,TRAPPIST-1e,False
4400_02,Mars,55 Cancri e,False
4400_03,Mars,,True
4401_01,Earth,55 Cancri e,True
4401_02,Earth,PSO J318.5-22,True
4402_01,Earth,PSO J318.5-22,True
4403_01,Earth,TRAPPIST-1e,False
4403_02,Earth,,False
4404_01,Earth,TRAPPIST-1e,True
4405_01,Europa,TRAPPIST-1e,True
4407_01,Earth,TRAPPIST-1e,True
4408_01,Mars,TRAPPIST-1e,True
4409_01,Europa,TRAPPIST-1e,False
4410_01,Earth,TRAPPIST-1e,False
4411_01,Earth,PSO J318.5-22,False
4413_01,Earth,TRAPPIST-1e,False
4415_01,Mars,TRAPPIST-1e,False
4416_01,Europa,55 Cancri e,True
4422_01,Europa,TRAPPIST-1e,True
4422_02,Europa,TRAPPIST-1e,False
4424_01,Mars,TRAPPIST-1e,False
4426_01,Mars,TRAPPIST-1e,True
4427_01,Europa,55 Cancri e,False
4427_02,Europa,TRAPPIST-1e,False
4428_01,Europa,55 Cancri e,False
4429_01,Mars,TRAPPIST-1e,False
4430_01,Earth,PSO J318.5-22,False
4431_01,Earth,55 Cancri e,False
4432_01,Earth,TRAPPIST-1e,True
4433_01,Earth,PSO J318.5-22,True
4436_01,Earth,PSO J318.5-22,True
4437_01,Earth,TRAPPIST-1e,True
4438_01,Mars,TRAPPIST-1e,False
4440_01,,TRAPPIST-1e,False
4441_01,Europa,55 Cancri e,True
4441_02,Europa,TRAPPIST-1e,True
4441_03,Europa,55 Cancri e,False
4444_01,Earth,TRAPPIST-1e,False
4445_01,Earth,TRAPPIST-1e,False
4446_01,Europa,TRAPPIST-1e,False
4446_02,Europa,TRAPPIST-1e,False
4446_03,Europa,55 Cancri e,True
4446_04,Europa,55 Cancri e,False
4446_05,Europa,TRAPPIST-1e,True
4447_01,Earth,TRAPPIST-1e,True
4448_01,Earth,TRAPPIST-1e,False
4449_01,Mars,TRAPPIST-1e,False
4450_01,Europa,55 Cancri e,True
4450_02,Europa,55 Cancri e,False
4450_03,Europa,55 Cancri e,True
4450_04,Europa,TRAPPIST-1e,False
4451_01,,TRAPPIST-1e,True
4452_01,Earth,TRAPPIST-1e,True
4453_01,Europa,TRAPPIST-1e,False
4456_01,Earth,TRAPPIST-1e,False
4457_01,Earth,TRAPPIST-1e,False
4459_01,Earth,PSO J318.5-22,True
4461_01,Mars,TRAPPIST-1e,True
4462_01,Earth,TRAPPIST-1e,False
4463_01,Europa,,True
4463_02,Europa,TRAPPIST-1e,True
4464_01,Earth,TRAPPIST-1e,False
4465_01,Europa,TRAPPIST-1e,True
4465_02,Europa,TRAPPIST-1e,False
4465_03,Europa,TRAPPIST-1e,False
4466_01,Europa,55 Cancri e,False
