PassengerId,Cabin,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
1195_01,F/239/P,False,2.0,558.0,0.0,0.0,0.0
1197_01,B/45/P,True,0.0,122.0,3700.0,337.0,1388.0
1198_01,,True,42.0,1116.0,0.0,0.0,0.0
1199_01,E/73/P,False,0.0,0.0,752.0,0.0,235.0
1203_01,B/51/S,True,0.0,5473.0,0.0,703.0,6381.0
1206_01,F/241/P,False,71.0,8.0,513.0,354.0,0.0
1208_01,G/178/P,False,,0.0,6.0,30.0,200.0
1210_01,G/179/P,True,0.0,0.0,0.0,0.0,0.0
1210_02,G/179/P,False,393.0,510.0,0.0,0.0,5.0
1211_01,G/186/S,False,0.0,0.0,0.0,0.0,0.0
1211_02,G/186/S,False,0.0,0.0,0.0,0.0,0.0
1211_03,G/186/S,False,0.0,0.0,0.0,0.0,0.0
1211_04,G/186/S,False,0.0,0.0,0.0,0.0,0.0
1211_05,F/232/S,False,1.0,212.0,843.0,78.0,10.0
1211_06,G/186/S,False,0.0,0.0,0.0,0.0,0.0
1211_07,G/186/S,False,0.0,0.0,0.0,,0.0
1212_01,G/180/P,False,0.0,1.0,195.0,560.0,0.0
1213_01,F/242/P,False,0.0,,800.0,0.0,4.0
1214_01,G/181/P,False,0.0,0.0,0.0,0.0,0.0
1215_01,G/187/S,False,0.0,0.0,0.0,0.0,0.0
1216_01,G/182/P,False,65.0,905.0,0.0,0.0,0.0
1218_01,F/243/P,False,0.0,0.0,0.0,2143.0,7.0
1220_01,E/76/P,False,0.0,592.0,0.0,345.0,810.0
1221_01,G/188/S,False,0.0,0.0,0.0,0.0,0.0
1221_02,E/87/S,False,0.0,0.0,0.0,1608.0,1.0
1222_01,G/183/P,False,0.0,493.0,0.0,131.0,132.0
1223_01,C/48/S,False,0.0,0.0,0.0,0.0,0.0
1225_01,F/244/P,False,2.0,1311.0,60.0,28.0,1.0
1228_01,,False,0.0,0.0,0.0,0.0,0.0
1228_02,E/89/S,False,142.0,0.0,907.0,0.0,0.0
1229_01,F/245/P,False,0.0,0.0,863.0,33.0,2.0
1230_01,G/189/S,False,354.0,34.0,0.0,291.0,229.0
1231_01,E/77/P,False,0.0,0.0,0.0,0.0,0.0
1232_01,C/49/S,False,0.0,0.0,0.0,0.0,0.0
1232_02,C/49/S,False,0.0,42.0,0.0,4651.0,661.0
1233_01,G/184/P,False,0.0,0.0,0.0,0.0,0.0
1234_01,F/236/S,False,0.0,0.0,1250.0,0.0,0.0
1235_01,F/237/S,False,27.0,393.0,1061.0,27.0,0.0
1236_01,F/246/P,False,614.0,43.0,0.0,1.0,0.0
1238_01,C/50/S,False,0.0,1026.0,3301.0,831.0,356.0
1238_02,B/53/S,False,0.0,0.0,0.0,0.0,0.0
1239_01,E/78/P,False,585.0,13.0,122.0,40.0,105.0
1240_01,F/238/S,False,889.0,185.0,0.0,0.0,28.0
1242_01,C/48/P,False,0.0,4677.0,0.0,115.0,223.0
1243_01,A/9/P,False,0.0,4224.0,0.0,1374.0,1281.0
1243_02,A/9/P,False,8168.0,69.0,11.0,371.0,0.0
1246_01,G/185/P,False,0.0,192.0,0.0,565.0,0.0
1248_01,F/239/S,False,0.0,,0.0,0.0,0.0
1250_01,F/240/S,False,0.0,17.0,0.0,61.0,567.0
1254_01,D/44/S,False,704.0,0.0,431.0,0.0,47.0
1254_02,F/241/S,False,4.0,0.0,896.0,229.0,0.0
1255_01,F/242/S,False,0.0,0.0,0.0,,0.0
1255_02,F/242/S,False,0.0,0.0,0.0,0.0,0.0
1256_01,E/92/S,False,1277.0,0.0,1.0,10.0,9.0
1258_01,A/10/P,False,0.0,3628.0,289.0,1737.0,4987.0
1259_01,F/243/S,False,0.0,0.0,619.0,0.0,142.0
1260_01,G/186/P,False,0.0,0.0,0.0,0.0,0.0
1261_01,C/49/P,False,1365.0,3106.0,0.0,50.0,2313.0
1263_01,F/244/S,False,1084.0,1.0,66.0,0.0,5.0
1264_01,E/79/P,False,0.0,1.0,0.0,51.0,945.0
1267_01,G/191/S,True,0.0,0.0,0.0,0.0,0.0
1269_01,E/80/P,False,2066.0,0.0,15.0,0.0,1.0
1271_01,G/189/P,False,0.0,0.0,0.0,0.0,0.0
1273_01,F/246/S,False,0.0,0.0,0.0,759.0,0.0
1274_01,F/254/P,False,0.0,0.0,591.0,40.0,173.0
1278_01,G/190/P,False,0.0,0.0,0.0,0.0,0.0
1279_01,C/50/P,False,0.0,0.0,0.0,0.0,0.0
1280_01,F/257/P,False,0.0,178.0,482.0,0.0,0.0
1281_01,G/193/S,False,0.0,0.0,0.0,0.0,0.0
1282_01,G/191/P,True,0.0,0.0,0.0,0.0,0.0
1283_01,G/194/S,False,6.0,,1.0,714.0,0.0
1284_01,F/247/S,False,0.0,,0.0,0.0,0.0
1285_01,F/258/P,False,286.0,415.0,16.0,0.0,0.0
1286_01,F/248/S,False,0.0,0.0,0.0,0.0,0.0
1287_01,F/259/P,False,0.0,0.0,0.0,0.0,0.0
1287_02,F/259/P,False,0.0,0.0,0.0,,0.0
1287_03,F/259/P,False,733.0,0.0,1084.0,1.0,43.0
1288_01,G/192/P,False,621.0,0.0,0.0,0.0,0.0
1289_01,G/195/S,False,0.0,0.0,0.0,0.0,
1289_02,G/195/S,False,789.0,0.0,2.0,0.0,19.0
1291_01,F/260/P,False,1758.0,59.0,4.0,0.0,0.0
1292_01,B/55/S,True,0.0,27723.0,3.0,202.0,3146.0
1292_02,B/55/S,False,105.0,368.0,268.0,842.0,13.0
1293_01,F/261/P,False,213.0,0.0,,0.0,584.0
1294_01,A/14/S,False,0.0,0.0,0.0,0.0,0.0
1294_02,A/14/S,False,0.0,0.0,0.0,0.0,0.0
1294_03,A/14/S,True,,0.0,,0.0,0.0
1295_01,,False,68.0,0.0,0.0,719.0,0.0
1299_01,F/250/S,False,0.0,0.0,675.0,5.0,0.0
1300_01,F/251/S,False,1.0,299.0,1.0,380.0,13.0
1302_01,D/45/S,False,218.0,50.0,4817.0,146.0,256.0
1304_01,E/82/P,False,0.0,0.0,0.0,0.0,0.0
1304_02,E/82/P,False,0.0,0.0,0.0,0.0,0.0
1304_03,E/82/P,False,0.0,0.0,,0.0,0.0
1304_04,E/82/P,False,0.0,0.0,0.0,0.0,0.0
1304_05,E/82/P,False,0.0,0.0,0.0,0.0,0.0
1304_06,E/82/P,False,0.0,0.0,0.0,0.0,0.0
1306_01,B/56/S,False,0.0,3863.0,1.0,1010.0,514.0
1306_02,B/56/S,False,0.0,0.0,0.0,0.0,0.0
1307_01,G/193/P,False,0.0,0.0,0.0,0.0,0.0
1308_01,,False,0.0,0.0,0.0,0.0,0.0
1308_02,E/94/S,False,278.0,3300.0,0.0,8145.0,2519.0
1308_03,E/94/S,False,0.0,439.0,0.0,3198.0,6.0
1308_04,E/94/S,False,0.0,0.0,0.0,0.0,0.0
1309_01,F/264/P,False,0.0,4.0,109.0,0.0,671.0
1310_01,C/52/S,False,0.0,987.0,1.0,4948.0,53.0
1311_01,F/265/P,False,0.0,0.0,0.0,0.0,0.0
1311_02,F/265/P,False,948.0,47.0,292.0,0.0,0.0
1311_03,D/43/P,False,1946.0,4.0,4.0,0.0,623.0
1312_01,G/194/P,False,0.0,0.0,0.0,0.0,0.0
1316_01,E/95/S,False,0.0,0.0,0.0,0.0,0.0
1316_02,E/95/S,False,0.0,847.0,,4664.0,89.0
1317_01,F/266/P,False,2508.0,0.0,23.0,0.0,67.0
1322_01,G/196/P,False,0.0,0.0,0.0,0.0,0.0
1323_01,F/267/P,False,0.0,0.0,0.0,0.0,0.0
1324_01,G/199/S,False,0.0,0.0,0.0,0.0,0.0
1324_02,G/199/S,False,0.0,0.0,0.0,0.0,0.0
1324_03,G/199/S,False,0.0,0.0,0.0,0.0,0.0
1325_01,E/97/S,False,0.0,0.0,0.0,0.0,0.0
1325_02,E/97/S,False,70.0,160.0,340.0,0.0,336.0
1325_03,E/97/S,False,0.0,0.0,0.0,0.0,0.0
1326_01,F/257/S,False,1450.0,0.0,,0.0,1147.0
1326_02,F/257/S,False,1507.0,0.0,260.0,0.0,0.0
1328_01,G/198/P,False,0.0,0.0,0.0,0.0,0.0
1330_01,D/46/S,False,405.0,0.0,193.0,458.0,0.0
1330_02,D/46/S,False,120.0,8.0,1128.0,1.0,7.0
1331_01,G/200/S,False,0.0,0.0,0.0,0.0,0.0
1332_01,E/98/S,False,28.0,0.0,561.0,203.0,0.0
1333_01,F/269/P,False,0.0,486.0,0.0,229.0,26.0
1335_01,G/199/P,False,0.0,0.0,0.0,0.0,0.0
1336_01,G/201/S,False,0.0,0.0,0.0,0.0,0.0
1337_01,F/258/S,False,775.0,14.0,0.0,610.0,4.0
1340_01,G/203/S,False,0.0,0.0,0.0,0.0,0.0
1342_01,G/200/P,False,0.0,118.0,5.0,0.0,761.0
1345_01,F/260/S,False,1174.0,0.0,18.0,721.0,0.0
1347_01,F/271/P,False,0.0,761.0,0.0,1.0,0.0
1348_01,B/57/S,False,0.0,1531.0,0.0,369.0,2969.0
1348_02,B/57/S,False,0.0,0.0,0.0,0.0,0.0
1350_01,G/206/S,False,0.0,0.0,0.0,0.0,0.0
1350_02,F/261/S,False,1489.0,2.0,126.0,460.0,72.0
1350_03,G/206/S,False,491.0,106.0,8.0,202.0,0.0
1350_04,G/206/S,False,0.0,0.0,0.0,0.0,0.0
1351_01,G/202/P,False,0.0,0.0,0.0,0.0,0.0
1352_01,F/272/P,False,43.0,782.0,1.0,660.0,0.0
1353_01,F/262/S,False,0.0,0.0,0.0,0.0,0.0
1353_02,F/262/S,False,1535.0,0.0,340.0,0.0,723.0
1353_03,F/262/S,False,0.0,0.0,0.0,0.0,
1353_04,F/262/S,False,0.0,0.0,0.0,0.0,0.0
1355_01,G/203/P,False,0.0,0.0,0.0,0.0,0.0
1356_01,G/207/S,False,0.0,39.0,0.0,310.0,539.0
1357_01,D/48/S,False,0.0,0.0,0.0,0.0,0.0
1360_01,E/100/S,False,0.0,997.0,0.0,0.0,0.0
1362_01,F/265/S,False,0.0,1268.0,0.0,119.0,2.0
1365_01,B/58/S,False,77.0,2381.0,0.0,3656.0,150.0
1365_02,B/58/S,False,0.0,0.0,0.0,0.0,0.0
1366_01,G/206/P,False,0.0,,0.0,0.0,0.0
1368_01,G/208/P,False,0.0,0.0,0.0,0.0,0.0
1370_01,E/102/S,False,965.0,0.0,23.0,3.0,0.0
1371_01,D/44/P,False,591.0,466.0,0.0,0.0,0.0
1375_01,G/208/S,False,0.0,0.0,0.0,0.0,0.0
1375_02,F/267/S,False,0.0,3.0,946.0,0.0,0.0
1376_01,G/211/P,False,0.0,0.0,0.0,0.0,0.0
1377_01,C/52/P,False,0.0,2801.0,537.0,42.0,144.0
1378_01,G/212/P,False,245.0,41.0,550.0,,0.0
1378_02,F/275/P,False,926.0,0.0,0.0,0.0,78.0
1379_01,F/268/S,False,0.0,30.0,0.0,769.0,4.0
1380_01,C/53/S,False,0.0,21.0,0.0,2735.0,3604.0
1381_01,G/209/S,False,0.0,0.0,0.0,0.0,0.0
1382_01,E/104/S,False,0.0,1125.0,429.0,0.0,55.0
1383_01,D/49/S,False,0.0,0.0,0.0,0.0,0.0
1384_01,E/105/S,False,21.0,0.0,690.0,260.0,5.0
1384_02,G/210/S,False,0.0,0.0,0.0,0.0,0.0
1384_03,F/269/S,False,0.0,442.0,0.0,0.0,368.0
1384_04,F/269/S,False,338.0,0.0,377.0,2.0,86.0
1384_05,E/105/S,False,189.0,510.0,0.0,0.0,0.0
1385_01,G/213/P,False,705.0,3.0,0.0,0.0,0.0
1386_01,G/214/P,False,0.0,0.0,0.0,0.0,0.0
1387_01,E/85/P,False,1088.0,0.0,280.0,0.0,0.0
1389_01,G/212/S,False,0.0,0.0,0.0,0.0,0.0
1390_01,G/215/P,False,0.0,0.0,,0.0,0.0
1391_01,F/276/P,False,0.0,0.0,0.0,0.0,0.0
1391_02,F/276/P,False,1072.0,79.0,46.0,16.0,0.0
1391_03,F/276/P,False,485.0,2.0,210.0,0.0,351.0
1393_01,F/270/S,False,42.0,0.0,212.0,151.0,1853.0
1393_02,F/270/S,False,2058.0,0.0,224.0,298.0,19.0
1395_01,G/214/S,False,0.0,0.0,0.0,0.0,0.0
1397_01,F/271/S,False,386.0,190.0,0.0,489.0,0.0
1398_01,G/216/P,False,0.0,508.0,334.0,0.0,46.0
1399_01,F/272/S,False,0.0,0.0,529.0,560.0,60.0
1400_01,G/217/P,False,0.0,0.0,0.0,0.0,0.0
1401_01,G/218/P,False,0.0,0.0,599.0,59.0,152.0
1402_01,G/215/S,False,0.0,0.0,0.0,0.0,0.0
1402_02,G/215/S,False,0.0,0.0,,0.0,0.0
1403_01,E/86/P,False,1656.0,0.0,0.0,,0.0
1404_01,B/60/S,False,1.0,734.0,28.0,78.0,3471.0
1404_02,,False,0.0,51.0,0.0,4170.0,13.0
1406_01,E/106/S,False,36.0,0.0,1013.0,0.0,0.0
1407_01,F/278/P,False,737.0,4.0,27.0,8.0,0.0
1407_02,F/278/P,False,8.0,222.0,3.0,401.0,0.0
1408_01,G/216/S,False,4.0,770.0,0.0,0.0,0.0
1410_01,F/279/P,False,0.0,567.0,896.0,0.0,122.0
1412_01,G/217/S,False,0.0,0.0,,0.0,832.0
1413_01,G/218/S,False,0.0,0.0,0.0,0.0,0.0
1414_01,F/280/P,False,259.0,0.0,0.0,0.0,1916.0
1415_01,D/45/P,False,13.0,,2011.0,17.0,32.0
1416_01,G/219/P,False,0.0,0.0,0.0,0.0,0.0
1417_01,C/54/S,False,0.0,184.0,0.0,1520.0,3358.0
1419_01,F/273/S,False,1381.0,0.0,1243.0,0.0,0.0
1420_01,E/108/S,False,0.0,0.0,0.0,0.0,0.0
1421_01,F/274/S,False,328.0,6153.0,,26.0,820.0
1421_02,F/274/S,False,891.0,0.0,243.0,0.0,5.0
1423_01,B/61/S,False,0.0,0.0,0.0,0.0,0.0
1423_02,B/61/S,False,0.0,0.0,0.0,0.0,0.0
1423_03,B/61/S,False,0.0,0.0,0.0,0.0,0.0
1424_01,B/47/P,False,0.0,0.0,0.0,0.0,0.0
1424_02,B/47/P,False,2988.0,2147.0,0.0,0.0,1779.0
1424_03,B/47/P,False,0.0,0.0,0.0,0.0,0.0
1424_04,B/47/P,False,0.0,4380.0,0.0,692.0,0.0
1424_05,B/47/P,False,0.0,0.0,0.0,0.0,0.0
1425_01,F/282/P,False,711.0,0.0,0.0,59.0,57.0
1425_02,G/220/P,False,0.0,0.0,0.0,0.0,0.0
1425_03,G/220/P,False,0.0,0.0,0.0,0.0,0.0
1426_01,D/46/P,False,0.0,0.0,0.0,0.0,0.0
1427_01,F/275/S,False,0.0,0.0,,0.0,0.0
1427_02,F/275/S,False,443.0,0.0,1721.0,250.0,2.0
1428_01,E/109/S,False,0.0,200.0,128.0,460.0,0.0
1430_01,F/283/P,False,360.0,0.0,2116.0,1.0,8.0
1431_01,G/221/P,False,0.0,0.0,4.0,0.0,965.0
1433_01,G/219/S,False,0.0,0.0,0.0,0.0,0.0
1434_01,G/222/P,False,0.0,258.0,331.0,133.0,
1434_02,,False,0.0,0.0,0.0,0.0,0.0
1434_03,G/222/P,False,0.0,0.0,0.0,0.0,0.0
1435_01,G/223/P,False,0.0,20.0,26.0,0.0,659.0
1438_01,E/89/P,False,181.0,224.0,0.0,195.0,191.0
1439_01,F/279/S,False,112.0,186.0,228.0,760.0,0.0
1439_02,D/52/S,False,806.0,100.0,9.0,,47.0
1440_01,F/280/S,False,0.0,1826.0,39.0,11.0,649.0
1442_01,G/220/S,False,0.0,0.0,0.0,0.0,0.0
1443_01,G/225/P,False,0.0,0.0,0.0,0.0,0.0
1444_01,C/55/S,False,50.0,1248.0,0.0,1.0,912.0
1445_01,G/221/S,False,0.0,0.0,0.0,0.0,0.0
1447_01,G/227/P,False,0.0,0.0,0.0,0.0,755.0
1450_01,D/53/S,False,0.0,0.0,0.0,0.0,0.0
1450_02,D/53/S,False,0.0,138.0,0.0,5467.0,112.0
1451_01,C/56/S,False,202.0,484.0,0.0,3208.0,2485.0
1451_02,C/56/S,False,0.0,0.0,0.0,0.0,0.0
1452_01,C/53/P,False,5.0,251.0,10.0,26.0,3384.0
1452_02,,False,0.0,0.0,0.0,0.0,0.0
1452_03,C/53/P,False,0.0,1646.0,0.0,51.0,1462.0
1452_04,C/53/P,False,0.0,774.0,0.0,6255.0,6.0
1452_05,C/53/P,False,0.0,0.0,0.0,0.0,0.0
1453_01,G/229/P,True,0.0,2838.0,32.0,5.0,3404.0
1453_02,G/229/P,False,3.0,801.0,0.0,0.0,5.0
1454_01,D/54/S,False,0.0,13561.0,15.0,4060.0,72.0
1455_01,B/62/S,False,0.0,0.0,0.0,0.0,0.0
1455_02,B/62/S,False,0.0,2509.0,0.0,16.0,698.0
1455_03,B/62/S,False,0.0,0.0,0.0,0.0,0.0
1455_04,B/62/S,False,0.0,533.0,2119.0,10.0,504.0
1455_05,B/62/S,False,0.0,2732.0,422.0,16594.0,330.0
1457_01,E/110/S,False,0.0,368.0,3.0,4422.0,0.0
1458_01,G/223/S,False,0.0,0.0,2020.0,323.0,0.0
1460_01,F/285/P,False,,905.0,387.0,0.0,0.0
1460_02,G/230/P,False,0.0,0.0,0.0,0.0,0.0
1461_01,G/224/S,False,0.0,,0.0,0.0,0.0
1462_01,G/231/P,False,0.0,0.0,0.0,0.0,0.0
1463_01,F/282/S,False,200.0,414.0,73.0,1.0,1.0
1465_01,G/233/P,False,356.0,287.0,0.0,0.0,248.0
1467_01,E/111/S,False,894.0,1.0,0.0,61.0,26.0
1474_01,F/287/P,False,0.0,0.0,0.0,,0.0
1478_01,F/289/P,False,0.0,0.0,0.0,417.0,2372.0
1478_02,F/289/P,False,,19.0,733.0,0.0,701.0
1479_01,F/290/P,False,0.0,0.0,0.0,0.0,0.0
1481_01,E/91/P,False,555.0,0.0,744.0,0.0,0.0
1484_01,E/93/P,False,92.0,1.0,884.0,0.0,0.0
1485_01,F/291/P,False,0.0,0.0,0.0,0.0,0.0
1488_01,E/94/P,False,0.0,0.0,0.0,0.0,
1489_01,G/229/S,False,73.0,0.0,0.0,813.0,2.0
1490_01,D/47/P,False,0.0,304.0,0.0,3998.0,
1491_01,G/240/P,False,0.0,0.0,0.0,817.0,8.0
1491_02,F/292/P,False,0.0,51.0,0.0,2.0,706.0
1491_03,G/240/P,False,0.0,0.0,0.0,0.0,0.0
1493_01,F/285/S,False,35.0,0.0,0.0,0.0,713.0
1498_01,F/295/P,False,0.0,495.0,,0.0,153.0
1499_01,F/287/S,False,5.0,0.0,0.0,2.0,1061.0
1500_01,G/230/S,False,0.0,0.0,0.0,0.0,0.0
1500_02,G/230/S,False,0.0,0.0,0.0,0.0,0.0
1500_03,G/230/S,False,0.0,55.0,913.0,0.0,55.0
1500_04,G/230/S,False,0.0,0.0,0.0,0.0,0.0
1500_05,F/288/S,False,319.0,184.0,0.0,0.0,376.0
1500_06,G/230/S,False,0.0,0.0,0.0,0.0,0.0
1500_07,G/230/S,False,0.0,0.0,0.0,0.0,0.0
1501_01,G/243/P,False,0.0,216.0,0.0,594.0,0.0
1503_01,D/48/P,False,1890.0,0.0,497.0,1.0,0.0
1503_02,D/48/P,False,1114.0,0.0,68.0,0.0,0.0
1506_01,F/298/P,False,0.0,24.0,615.0,9.0,0.0
1507_01,F/289/S,False,0.0,0.0,1217.0,2.0,0.0
1507_02,F/289/S,False,1.0,1.0,683.0,419.0,0.0
1507_03,G/231/S,False,0.0,0.0,0.0,441.0,4.0
1507_04,F/289/S,False,398.0,490.0,0.0,,0.0
1509_01,E/95/P,True,1240.0,0.0,58.0,0.0,0.0
1510_01,F/291/S,False,1226.0,0.0,1.0,0.0,0.0
1511_01,B/63/S,False,1006.0,,0.0,284.0,329.0
1511_02,B/63/S,False,0.0,0.0,0.0,0.0,0.0
1511_03,B/63/S,False,0.0,2345.0,0.0,1966.0,27.0
1511_04,B/63/S,False,65.0,2121.0,0.0,6431.0,1.0
1515_01,F/293/S,False,765.0,0.0,13.0,0.0,0.0
1520_01,G/235/S,False,0.0,0.0,0.0,0.0,0.0
1521_01,F/295/S,False,0.0,0.0,0.0,0.0,0.0
1523_01,B/64/S,False,0.0,,0.0,0.0,0.0
1523_02,B/64/S,False,0.0,0.0,0.0,0.0,0.0
1524_01,G/236/S,False,0.0,0.0,0.0,0.0,0.0
1525_01,F/299/P,False,539.0,1269.0,38.0,0.0,0.0
1526_01,F/300/P,False,4.0,,2.0,254.0,521.0
1527_01,D/49/P,False,0.0,0.0,0.0,0.0,0.0
1527_02,D/49/P,False,0.0,0.0,0.0,0.0,0.0
1528_01,D/50/P,False,3992.0,673.0,1360.0,2.0,0.0
1529_01,A/16/S,True,0.0,7069.0,0.0,45.0,282.0
1529_02,A/16/S,False,0.0,0.0,0.0,0.0,0.0
1531_01,G/237/S,False,0.0,0.0,533.0,277.0,0.0
1532_01,B/65/S,False,0.0,31.0,0.0,1.0,11378.0
1533_01,G/244/P,False,1015.0,0.0,0.0,0.0,1.0
1536_01,F/297/S,False,0.0,0.0,0.0,0.0,0.0
1539_01,A/17/S,False,54.0,3782.0,0.0,21.0,5.0
1540_01,C/55/P,False,1.0,470.0,0.0,1440.0,2114.0
1540_02,C/55/P,True,0.0,7139.0,22.0,0.0,553.0
1540_03,C/55/P,False,0.0,170.0,0.0,3718.0,0.0
1541_01,F/298/S,False,12.0,7.0,0.0,720.0,0.0
1542_01,F/299/S,False,7172.0,0.0,157.0,20.0,0.0
1543_01,C/56/P,False,0.0,0.0,0.0,0.0,0.0
1544_01,G/245/P,False,9.0,0.0,0.0,0.0,800.0
1545_01,,False,206.0,0.0,629.0,67.0,523.0
1547_01,F/301/S,False,163.0,0.0,661.0,32.0,0.0
1548_01,B/50/P,True,0.0,0.0,0.0,0.0,0.0
1548_02,B/50/P,False,0.0,0.0,0.0,0.0,0.0
1550_01,C/58/S,False,1.0,230.0,0.0,42.0,4030.0
1550_02,,True,5022.0,2376.0,0.0,0.0,235.0
1551_01,E/96/P,False,0.0,1376.0,43.0,0.0,1460.0
1552_01,G/240/S,False,0.0,0.0,0.0,0.0,0.0
1555_01,A/18/S,False,0.0,1389.0,0.0,2987.0,0.0
1558_01,G/247/P,False,877.0,15.0,0.0,0.0,1.0
1560_01,G/242/S,False,0.0,1.0,45.0,0.0,837.0
1561_01,F/305/P,False,1030.0,0.0,0.0,0.0,1122.0
1562_01,F/306/P,False,341.0,0.0,332.0,102.0,0.0
1564_01,F/303/S,False,0.0,0.0,0.0,0.0,0.0
1565_01,F/304/S,False,0.0,1519.0,0.0,0.0,766.0
1567_01,B/53/P,False,0.0,0.0,0.0,0.0,0.0
1568_01,,False,1018.0,100.0,0.0,9.0,0.0
1568_02,G/248/P,False,0.0,0.0,,0.0,0.0
1569_01,F/308/P,False,0.0,0.0,0.0,0.0,0.0
1572_01,G/249/P,True,758.0,17.0,11.0,0.0,0.0
1572_02,F/309/P,False,4.0,0.0,146.0,723.0,0.0
1573_01,D/56/S,False,938.0,0.0,82.0,0.0,162.0
1576_01,E/97/P,False,641.0,0.0,372.0,0.0,16.0
1577_01,F/310/P,False,0.0,169.0,,0.0,0.0
1578_01,E/98/P,False,0.0,24.0,0.0,176.0,783.0
1579_01,F/311/P,False,333.0,1819.0,0.0,1.0,0.0
1580_01,G/246/S,False,0.0,0.0,8.0,0.0,714.0
1580_02,G/246/S,False,428.0,0.0,36.0,0.0,424.0
1581_01,F/312/P,False,0.0,0.0,0.0,0.0,0.0
1581_02,,False,0.0,0.0,0.0,0.0,0.0
1584_01,F/314/P,False,433.0,0.0,0.0,371.0,0.0
1584_02,G/251/P,False,,0.0,0.0,0.0,0.0
1585_01,G/252/P,False,0.0,0.0,0.0,0.0,0.0
1588_01,E/99/P,False,0.0,0.0,0.0,0.0,0.0
1588_02,E/99/P,False,0.0,17394.0,0.0,724.0,0.0
1590_01,D/57/S,False,0.0,1336.0,2.0,12.0,7.0
1590_02,D/57/S,False,0.0,26.0,1.0,33.0,2439.0
1592_01,C/60/S,False,305.0,3621.0,0.0,320.0,341.0
1592_02,C/60/S,False,16.0,2127.0,1487.0,0.0,196.0
1593_01,E/114/S,False,5.0,51.0,0.0,732.0,0.0
1594_01,G/253/P,False,0.0,3.0,0.0,2.0,923.0
1595_01,C/57/P,False,0.0,4342.0,0.0,,36.0
1596_01,B/54/P,False,0.0,0.0,0.0,0.0,0.0
1597_01,G/254/P,False,0.0,0.0,0.0,0.0,
1599_01,C/58/P,False,0.0,0.0,,0.0,0.0
1599_02,C/58/P,False,0.0,0.0,0.0,0.0,0.0
1601_01,G/255/P,False,22.0,5.0,0.0,747.0,0.0
1602_01,F/307/S,False,0.0,0.0,0.0,2681.0,55.0
1603_01,F/317/P,False,0.0,594.0,0.0,0.0,119.0
1603_02,G/256/P,False,0.0,0.0,0.0,0.0,0.0
1603_03,G/256/P,False,0.0,0.0,0.0,0.0,0.0
1604_01,G/257/P,False,2.0,3.0,0.0,616.0,161.0
1606_01,E/116/S,False,13.0,817.0,0.0,1435.0,22.0
1608_01,F/319/P,False,1158.0,193.0,798.0,2.0,0.0
1611_01,G/248/S,False,0.0,865.0,0.0,0.0,44.0
1612_01,E/101/P,False,0.0,3750.0,0.0,2.0,341.0
1612_02,E/101/P,False,0.0,0.0,0.0,0.0,0.0
1613_01,,False,825.0,9.0,0.0,0.0,42.0
1614_01,F/321/P,True,432.0,0.0,965.0,35.0,0.0
1615_01,F/322/P,False,0.0,0.0,6.0,685.0,0.0
1615_02,G/259/P,False,0.0,0.0,,0.0,0.0
1615_03,G/259/P,False,0.0,0.0,0.0,0.0,0.0
1617_01,D/53/P,False,295.0,1575.0,19.0,515.0,0.0
1619_01,G/249/S,False,0.0,0.0,0.0,0.0,0.0
1621_01,F/308/S,False,553.0,0.0,1.0,239.0,8.0
1621_02,F/308/S,False,172.0,129.0,41.0,0.0,341.0
1622_01,F/323/P,False,0.0,0.0,0.0,0.0,0.0
1624_01,G/250/S,False,0.0,0.0,0.0,,0.0
1624_02,G/250/S,False,612.0,0.0,62.0,0.0,0.0
1624_03,G/250/S,False,0.0,0.0,0.0,0.0,
1625_01,C/59/P,False,0.0,0.0,0.0,0.0,0.0
1625_02,C/59/P,False,0.0,930.0,0.0,2113.0,98.0
1626_01,F/324/P,False,,9.0,0.0,0.0,1.0
1628_01,B/71/S,False,0.0,0.0,0.0,0.0,0.0
1630_01,G/252/S,False,0.0,0.0,0.0,0.0,0.0
1630_02,G/252/S,False,0.0,0.0,0.0,0.0,0.0
1630_03,F/309/S,False,0.0,27.0,11.0,732.0,5.0
1631_01,E/118/S,False,1215.0,32.0,0.0,0.0,362.0
1632_01,C/62/S,False,0.0,,0.0,0.0,0.0
1633_01,G/261/P,False,0.0,0.0,0.0,0.0,
1633_02,G/261/P,False,0.0,0.0,0.0,0.0,0.0
1634_01,G/253/S,False,0.0,0.0,0.0,0.0,0.0
1635_01,F/325/P,False,1300.0,0.0,,0.0,1134.0
1636_01,G/254/S,False,139.0,666.0,6.0,71.0,25.0
1637_01,G/255/S,False,0.0,0.0,0.0,0.0,0.0
1638_01,E/119/S,False,414.0,0.0,66.0,307.0,0.0
1640_01,G/262/P,False,305.0,0.0,1.0,618.0,2.0
1644_01,F/327/P,False,0.0,2.0,0.0,0.0,794.0
1645_01,,False,0.0,0.0,0.0,0.0,0.0
1646_01,G/264/P,False,0.0,0.0,885.0,0.0,0.0
1647_01,F/328/P,False,954.0,0.0,10.0,3.0,2.0
1649_01,G/265/P,False,0.0,0.0,0.0,0.0,0.0
1650_01,G/258/S,False,0.0,0.0,0.0,0.0,0.0
1651_01,G/266/P,False,0.0,0.0,0.0,,0.0
1651_02,G/266/P,False,0.0,0.0,0.0,0.0,0.0
